X,Y,LAST_YEAR,AADT_ALLVE
2520962.433,2402555.797,,
2487818.854,2410667.555,,
2520944.534,2392073.834,2013,190
2475786.534,2403277.461,,
2512887.037,2419560.847,,
2505695.421,2416100.036,,
2719495,2401118.009,2015,2600
2520861.333,2337529.347,,
2525134.995,2404310.184,2006,15000
2511056.897,2376822.646,2003,4300
2499096.192,2413828.496,,
2499329.976,2415159.187,,
2498837.478,2404983.522,,
2505475.474,2410446.392,2004,18000
2529631.244,2381983.601,,
2513749.361,2393161.867,,
2507273.895,2401186.211,,
2439808.876,2366564.221,,
2441643.364,2368158.34,,
2206396.444,2416659.999,2013,70
2457142.389,2465805.047,2014,8300
2594343.171,2328445.411,2016,460
2277979.08,2345628.047,,
2427760.251,2361974.525,2013,520
2508470.572,2429773.427,2020,
2530832.449,2331799.317,,
2505934.035,2402581.122,,
2534331.629,2411546.994,,
2504754.943,2416076.957,,
2515216.123,2397809.75,,
2522716.243,2391882.458,,
2518037.896,2387303.168,,
2502744.327,2356068.561,,
2500956.7,2413938.257,,
2497472.504,2416666.344,,
2503559.686,2420618.296,,
2484794.793,2412860.214,1997,8500
2505869.089,2415747.554,2017,3600
2525819.962,2413094.978,,
2740583.222,2469035.759,,
2491282.863,2418359.643,,
2493973.562,2412509.523,2000,16000
2175606.315,2391910.872,2014,160
2554486.562,2324260.853,2003,420
2455695.442,2466998.27,,
2495752.963,2467143.915,,
2443946.722,2371745.027,,
2533424.153,2419516.771,,
2517275.736,2372490.61,,
2509350.443,2409202.785,,
2443259.248,2372521.983,,
2593432.049,2327872.152,2003,370
2450909.691,2426173.909,1998,9800
2379596.008,2351815.591,,
2489831.188,2426343.382,2019,23000
2492894.204,2420424.599,,
2402448.499,2640588.444,2013,360
2410971.058,2587108.38,1998,40
2443406.218,2372172.414,,
2497959.337,2405735.238,,
2502561.443,2423705.041,2008,8300
2495099.961,2409711.586,1999,34000
2626844.281,2362305.771,,
2519816.947,2390537.445,2009,7800
2457033.055,2365598.644,,
2497846.414,2416022.134,2002,6800
2507407.395,2361896.139,,
2506930.952,2413307.935,1997,9000
2514301.223,2412407.631,1998,14000
2414438.662,2488257.549,,
2525300.383,2401333.999,,
2516154.177,2379458.65,1999,1000
2493791.928,2427494.662,,
2496501.858,2407688.714,2017,
2487080.654,2425541.549,1998,20000
2522200.585,2366306.943,,
2451959.697,2427826.08,,
2259957.093,2346119.628,,
2674397.779,2390354.691,,
2443368.805,2372441.225,,
2515789.908,2389551.591,2003,20000
2470768.781,2409318.364,,
2487463.575,2409614.997,,
2503869.054,2399673.116,2000,7900
2418514.22,2385249.986,,
2479226.654,2414905.634,2011,22000
2595202.204,2493938.029,2009,1200
2579477.412,2338847.817,2010,2900
2499151.801,2409520.88,,
2499040.116,2408656.48,,
2651512.558,2603657.25,2015,1000
2497746.804,2410305.224,,
2501183.518,2406379.248,,
2501567.17,2403297.741,,
2502510.607,2404427.401,,
2527949.371,2443271.619,,
2515155.568,2372249.418,,
2471936.847,2402582.036,,
2516164.904,2445858.256,,
2511652.79,2428942.836,,
2481014.775,2407509.15,,
2501642.75,2403798.602,,
2503286.223,2409885.535,,
2508888.621,2386108.218,,
2498040.424,2404611.674,,
2509159.9,2385621.58,,
2509416.306,2385071.751,,
2566364.049,2419204.86,,
2520673.007,2411280.207,,
2510500.266,2412546.595,,
2528679.414,2441930.898,,
2489802.27,2413182.954,,
2503158.111,2396428.977,,
2508561.923,2406652.142,,
2500539.561,2420508.571,,
2505055.164,2401314.195,,
2526939.263,2373329.423,,
2491988.286,2347212.798,,
2497319.618,2352333.219,,
2489117.424,2437717.471,2011,1700
2582231.013,2370178.39,2017,4800
2500161.364,2418130.769,,
2554480.471,2412358.597,,
2500197.392,2415689.808,,
2465100.983,2395224.792,2011,30000
2235304.181,2805454.007,2010,2800
2498100.861,2410195.983,2018,7100
2571256.508,2340294.229,2015,1800
2499744.994,2413575.451,,
2506799.857,2400730.204,,
2566508.607,2442981.553,2014,60
2538198.771,2567970.085,,
2497142.024,2414991.975,,
2492023.045,2407476.43,,
2521329.429,2388715.452,2008,27000
2452305.324,2428149.741,2014,2000
2637642.922,2374124.034,2014,1400
2515430.378,2408732.208,,
2541599.307,2365939.549,,
2495141.323,2432508.008,,
2523782.982,2379957.716,,
2500413.505,2406717.414,,
2501183.518,2406379.248,,
2656904.381,2370868.913,,
2680766.988,2374666.3,,
2577507.771,2367943.82,,
2501234.032,2417168.736,,
2499937.661,2414963.787,,
2496629.068,2414627.985,,
2502105.346,2409811.536,,
2507797.833,2387867.468,2009,22000
2497572.702,2414845.825,,
2562913.568,2430259.157,2009,20
2506545.116,2402381.002,2018,17000
2512523.543,2517137.823,2014,980
2486547.753,2406938.354,2012,4800
2508859.498,2397237.555,1987,8600
2498981.694,2399700.174,,
2498140.332,2417585.941,,
2515421.583,2408678.932,,
2557427.019,2508602.216,2009,180
2624605.366,2392286.549,2013,90
2624605.366,2392286.549,2013,90
2508896.864,2412398.428,,
2499151.801,2409520.88,,
2497628.456,2404401.849,2011,4100
2510293.534,2383060.554,,
2439642.616,2373135.708,,
2492624.193,2407674.114,2008,13000
2444352.704,2377703.733,,
2514914.886,2367883.986,2013,3300
2530106.274,2384997.374,,
2624864.227,2360686.411,,
2402670.154,2638276.124,,
2452918.601,2429905.652,,
2727412.188,2408333.718,,
2442603.734,2368575.267,,
2473016.566,2399224.278,2018,41000
2502466.411,2404091.543,,
2500206.336,2394771.552,,
2500255.04,2417342.155,2011,9200
2505629.016,2413683.401,1996,19000
2502894.165,2406836.092,,
2498742.448,2410256.818,,
2527769.912,2371859.432,2014,7700
2461684.388,2392843.872,,
2549136.292,2397063.614,2009,230
2485353.082,2411665.833,,
2518694.268,2402963.967,,
2519554.388,2385337.638,2012,10000
2654331.099,2369957.346,,
2516474.46,2387184.985,2010,
2545667.29,2381653.697,2008,2900
2503176.101,2405401.796,,
2514552.975,2402140.745,,
2502868.194,2407013.281,,
2478726.813,2414337.23,,
2522622.82,2379949.426,,
2521912.752,2387372.67,,
2237517.17,2807789.364,2010,6600
2499240.169,2410155.703,,
2529813.256,2439219.017,2009,570
2505634.514,2391952.487,,
2497751.042,2413588.343,,
2432223.109,2434280.775,,
2521502.403,2372468.558,,
2240856.307,2793335.055,2010,50
2524645.436,2392345.457,2018,4300
2515353.167,2408256.169,,
2719033.992,2406972.076,2009,900
2502894.165,2406836.092,,
2497504.221,2417255.526,,
2504026.831,2401249.059,,
2498490.913,2467968.62,,
2524367.932,2379839.503,,
2521097.357,2409307.737,,
2498846.538,2410205.083,,
2493338.142,2414560.652,,
2492023.951,2348129.846,,
2506706.796,2390753.257,,
2482540.281,2417474.987,,
2480712.946,2417621.733,,
2434942.469,2526063.985,1989,8700
2466868.909,2439778.091,,
2492536.882,2423008.996,1990,16000
2489576.7,2423250.009,1993,12000
2496263.357,2408961.524,,
2498189.476,2405618.032,,
2484604.072,2403799.247,,
2463679.84,2444460.501,,
2509945.725,2371659.735,,
2496727.651,2410393.38,,
2506617.852,2418173.097,1997,16000
2496433.082,2409275.584,2008,8400
2502725.065,2427165.663,1999,12000
2504946.326,2416154.089,,
2490351.279,2419013.638,,
2508754.312,2409575.356,2000,5600
2501924.524,2417108.953,2020,17000
2520919.121,2398890.699,1987,5100
2430721.658,2492252.535,2006,4000
2515968.543,2389590.507,,
2415605.537,2335410.482,2013,940
2514696.899,2402951.271,,
2505222.465,2404588.191,2020,
2499252.052,2403964.683,1986,10000
2524130.87,2411081.624,,
2500894.867,2409949.008,,
2496470.647,2408349.395,,
2516989.391,2409377.516,,
2505437.231,2412829.424,,
2490258.594,2412130.282,2000,7500
2501795.031,2416282.496,,
2494618.555,2411742.437,2020,6900
2502183.132,2413314.376,,
2398830.793,2437662.274,,
2481204.957,2402993.808,,
2520003.75,2409394.942,1997,12000
2498396.236,2407035.445,,
2502425.582,2412133.955,,
2481462.148,2402456.27,,
2490714.644,2409494.801,,
2499750.04,2401537.819,,
2495820.747,2408195.726,,
2498963.756,2412525.791,,
2500135.372,2394828.252,,
2478937.04,2403422.419,1998,5700
2450651.231,2426296.947,,
2624684.251,2360696.779,2012,2600
2473122.605,2401476.935,2017,19000
2501813.419,2420289.423,,
2731240.684,2405065.259,2011,8000
2499678.594,2413134.751,,
2500551.678,2417084.727,,
2495165.831,2409858.635,,
2561899.154,2351649.175,2013,310
2531268.738,2415893.259,,
2513820.902,2409615.117,,
2503626.655,2401309.306,2011,3500
2498220.05,2467912.628,,
2497861.173,2411993.888,,
2525752.048,2413715.631,2011,21000
2463565.924,2446053.066,2011,4200
2237181.607,2638761.412,,
2515060.222,2387820.748,,
2635106.93,2366324.876,,
2735497.642,2396803.18,,
2497873.649,2413170.361,,
2504080.181,2407026.691,,
2501275.202,2408978.204,2013,7900
2132808.455,2687582.464,2012,330
2508858.435,2386271.182,2018,6400
2514317.201,2410983.408,2018,73000
2512303.41,2367999.108,,
2506569.979,2400309.929,2011,3800
2517127.263,2408195.016,,
2498248.539,2414152.764,,
2488309.904,2418990.772,2018,6000
2504794.084,2407959.098,,
2312240.237,2611096.334,2014,830
2538172.969,2380261.44,,
2517565.778,2388733.349,2016,28000
2495099.961,2409711.586,1999,31000
2523945.793,2380740.439,,
2494752.728,2412584.671,1999,55000
2503574.181,2406242.602,1999,22000
2593093.927,2551880.499,1999,820
2496316.488,2411811.045,2008,18000
2588424.293,2400085.553,,
2510063.22,2397010.407,,
2500970.721,2406805.14,,
2330976.701,2422418.019,2014,550
2500105.938,2423054.441,2020,18000
2511467.794,2400878.247,,
2509451.894,2409443.909,,
2509350.443,2409202.785,,
2497780.048,2415990.173,2002,14000
2506931.728,2413452.805,1998,17000
2443632.53,2370862.698,1997,7000
2495319.337,2408256.675,,
2516783.957,2372128.07,2001,11000
2493920.447,2433655.267,1998,6000
2538729.644,2566870.42,2019,3500
2473122.605,2401476.935,2017,20000
2197074.078,2478082.99,2014,90
2479024.713,2403824.446,,
2487855.314,2411219.165,,
2309209.129,2417563.947,2014,430
2582582.289,2328257.065,2000,
2442426.705,2367427.629,,
2495436.67,2410921.566,2020,8500
2501924.524,2417108.953,,
2502101.095,2409805.873,2000,9500
2487911.901,2411727.689,2000,13000
2552511.245,2401031.088,2000,310
2520651.28,2416461.072,2000,6000
2510748.665,2427823.028,1998,4800
2510748.665,2427823.028,1998,4500
2540238.306,2397243.932,2000,4800
2588785.394,2529930.392,2006,810
2502694.182,2426703.904,1997,10000
2731038.772,2405017.936,1998,7400
2536286.702,2568520.416,1998,5600
2435165.871,2525853.376,,
2631860.374,2360929.755,2015,1800
2603184.024,2607674.888,2014,1400
2480955.244,2406370.769,1998,7200
2525417.646,2376396.985,1999,2200
2523041.742,2408074.5,,
2447456.382,2383476,,
2229833.449,2590311.089,2013,210
2468527.615,2401438.738,2011,13000
2508761.618,2428625.654,,
2522185.829,2335477.094,,
2529000.447,2331163.758,,
2419827.705,2354475.03,,
2200899.077,2375558.211,2007,110
2728073.87,2418915.496,,
2461577.169,2423409.848,2008,4000
2629230.868,2363820.726,,
2513367.692,2376126.402,2012,17000
2515887.411,2380715.148,2009,
2490413.957,2421963.796,,
2504719.729,2393471.412,2018,40000
2515692.056,2527247.857,2008,3800
2689781.443,2347409.241,2016,260
2227235.731,2524422.764,2016,700
2292833.608,2676053.189,,
2487140.61,2420273.304,,
2494549.253,2415776.671,2018,93000
2543053.945,2378544.631,,
2508449.069,2351404.072,,
2195654.43,2414332.362,2014,200
2720193.865,2406070.985,2008,1500
2435191.776,2528206.53,,
2490239.617,2411993.713,,
2423433.908,2520731.072,,
2481878.37,2415840.542,2018,4900
2524463.234,2379249.236,,
2497334.549,2410348.542,2018,5700
2485364.22,2416765.807,,
2515297.313,2399555.294,2000,25000
2481198.351,2408975.869,2000,11000
2511741.775,2367312.72,2000,13000
2508944.875,2409486.292,,
2524268.578,2389946.85,2003,10000
2509382.938,2400437.878,,
2550324.569,2381543.452,,
2486264.181,2427205.331,2011,12000
2417383.144,2487870.399,2010,940
2498891.96,2413537.489,,
2505351.685,2403959.974,,
2511133.247,2364979.63,2009,2900
2506231.043,2391036.077,,
2232568.271,2561816.106,2011,300
2500745.831,2421033.5,,
2490692.734,2411998.526,,
2731567.6,2405102.756,,
2500108.518,2411150.253,,
2463866.106,2445893.936,,
2463866.106,2445893.936,,
2532930.313,2416781.51,,
2524552.977,2378983.725,,
2547219.867,2394633.64,,
2525621.673,2411822.662,,
2543336.204,2396019.745,,
2522659.591,2402327.178,,
2526284.008,2382059.725,,
2509572.7,2401958.347,,
2275449.94,2580724.415,2012,190
2510335.77,2371831.605,,
2512835.479,2504483.071,2015,3800
2507748.111,2402750.465,,
2508896.864,2412398.428,,
2516321.985,2391894.204,,
2472209.82,2436044.656,2018,6200
2500011.424,2415504.09,,
2501035.456,2414806.12,,
2512444.693,2390114.877,2020,6100
2513538.205,2393161.325,,
2496218.43,2408408.169,,
2503001.1,2419967.089,2020,17000
2513695.043,2372080.61,2012,20000
2498490.913,2467968.62,,
2540152.437,2397161.454,,
2523732.546,2409926.979,,
2541610.729,2397421.845,,
2489851.838,2410889.853,,
2513408.326,2369523.574,,
2490482.374,2414662.164,,
2548250.227,2394180.292,,
2517092.415,2349494.849,,
2601286.859,2365350.608,2015,9500
2504381.078,2402188.063,,
2507836.552,2427721.315,1998,7100
2524553.951,2391478.277,1999,10000
2278792.158,2345052.48,,
2503074.536,2399800.043,,
2532008.343,2413926.287,,
2500388.076,2423752.55,2008,6700
2520486.645,2396812.706,,
2453420.07,2471184.918,,
2504002.45,2350737.187,2003,1100
2501116.052,2400059.047,,
2635999.691,2366580.633,,
2498118.871,2406262.152,2020,17000
2519991.151,2405791.309,,
2768246.829,2419043.302,2015,220
2541279.573,2413961.916,2003,7800
2512799.255,2413385.861,1998,5500
2521284.651,2382222.88,2014,17000
2479687.729,2422834.805,,
2596694.22,2493109.674,,
2515659.103,2410823.673,2008,25000
2522157.08,2397169.63,,
2541036.297,2381523.905,,
2495223.109,2409355.171,2004,5900
2437454.896,2525218.262,2015,7900
2525571.228,2384371.769,2009,7700
2480862.578,2406627.68,,
2526947.004,2386078.265,2003,11000
2509183.303,2409484.658,,
2498177.55,2454185.417,,
2498398.605,2453549.618,,
2504067.967,2416664.19,,
2500969.295,2414018.125,2007,7600
2515399.17,2389567.171,,
2512241.002,2397763.8,1998,13000
2510670.186,2373324.827,2000,1200
2554994.13,2411869.029,2019,1700
2515660.006,2402253.26,,
2488332.507,2412865.864,2001,6400
2500018.486,2411161.372,,
2513221.28,2393258.183,1995,15000
2501164.098,2415767.249,,
2512508.946,2390055.242,1995,26000
2485842.308,2420134.696,,
2375987.868,2350503.734,,
2499468.234,2411833.915,2013,22000
2489207.113,2421327.314,,
2502536.38,2410263.116,2020,15000
2453068.527,2367905.938,,
2504045.791,2416563.226,2018,6200
2480892.954,2424095.898,1995,13000
2510505.623,2412587.65,,
2498002.593,2410658.459,2020,7500
2506029.611,2415449.91,2001,19000
2507650.246,2427642.313,2001,10000
2500215.233,2423785.879,1999,22000
2531757.524,2415145.627,1999,4000
2309721.61,2481140.248,,
2491554.656,2411659.995,,
2524016.445,2388499.705,,
2504731.975,2391250.924,,
2505473.269,2411137.742,,
2483992.583,2411399.182,,
2517996.47,2390458.879,,
2480191.292,2413609.4,,
2480140.071,2414358.454,,
2512569.232,2409171.894,,
2506321.255,2417325.073,2012,25000
2517462.943,2390042.714,2003,5600
2497676.959,2410624.864,,
2512699.332,2400855.358,,
2514249.275,2371958.875,,
2500141.814,2411146.14,,
2512166.941,2394558.867,1995,
2452830.82,2471446.371,1995,350
2497165.279,2408796.905,2003,2100
2499547.596,2412335.627,1992,21000
2490272.189,2412225.674,2015,8900
2492010.221,2414440.328,,
2501707.371,2410481.551,,
2502487.204,2426690.291,,
2442556.724,2374352.12,,
2504937.013,2415584.872,,
2509662.902,2397073.613,,
2516664.353,2399336.503,2020,24000
2498605.233,2410059.216,2006,28000
2506541.429,2415630.563,2019,39000
2506984.792,2422092.152,,
2507394.45,2421862.65,,
2499166.162,2409518.626,1995,5600
2473810.957,2403018.361,,
2513422.317,2389926.198,,
2521306.03,2414807.996,,
2486695.977,2408168.698,,
2493112.52,2408911.321,,
2498280.631,2404238.936,,
2526288.973,2386652.117,,
2500153.301,2404908.351,,
2535637.122,2382354.248,,
2472573.913,2402505.527,,
2483581.395,2412395.14,,
2520209.209,2412978.643,,
2512041.619,2409034.157,,
2497731.246,2418377.123,,
2471105.072,2407076.353,,
2512877.486,2409264.667,,
2488831.493,2416527.935,,
2494086.402,2426111.086,,
2506100.116,2415800.643,,
2502735.32,2411760.35,,
2488113.767,2413065.313,,
2516690.178,2410421.534,,
2513142.039,2410092.348,,
2517190.708,2416846.389,,
2516102.35,2387776.081,,
2530874.964,2415713.412,,
2480126.811,2414511.292,,
2482405.672,2414304.486,,
2461855.433,2423583.778,1995,10000
2508039.204,2421948.507,,
2808873.176,2424246.088,2013,20
2528690.18,2375794.471,,
2498681.885,2406151.63,,
2529602.817,2409867.985,2001,5000
2442602.535,2368604.433,2004,3700
2443208.332,2371985.22,2009,4400
2512255.855,2395058.958,2020,25000
2500147.916,2417324.987,2018,27000
2516676.356,2360993.501,2014,5600
2518721.137,2360812.908,2001,4900
2507272.022,2397598.698,1987,20000
2521201.327,2407591.575,2008,16000
2506083.843,2391040.855,2001,7800
2512475.785,2376757.22,,
2517110.348,2397063.815,,
2520621.742,2415662.075,,
2520068.869,2390500.519,,
2482568.026,2414198.617,,
2509270.782,2392180.704,,
2510744.573,2412122.233,,
2499113.243,2418003.645,,
2516058.56,2389587.282,,
2509999.554,2408752.612,,
2542039.581,2380104.312,,
2480498.204,2417230.551,,
2516952.528,2395930.034,,
2473020.906,2408983.581,,
2489488.305,2417009.567,,
2512710.644,2390029.739,2013,23000
2493811.855,2422825.656,1998,34000
2674952.085,2583663.793,2014,1500
2505456.136,2399535.731,2001,8100
2521530.991,2385154.842,1995,8600
2498944.483,2408494.793,1995,14000
2498976.692,2413660.569,1990,16000
2518536.471,2389946.605,,
2491908.812,2417752.6,2001,
2456660.462,2458582.894,,
2476070.786,2429385.523,1994,470
2504105.237,2420926.914,,
2504720.876,2391252.648,,
2501020.581,2410811.678,,
2520811.215,2411355.323,,
2478847.307,2415121.964,,
2520981.792,2389532.422,,
2512276.32,2390352.402,,
2504011.875,2420839.212,,
2514328.359,2389896.62,,
2512427.147,2410548.414,,
2511649.363,2428927.276,,
2500959.483,2406635.927,,
2489912.483,2413871.094,,
2496942.091,2416909.923,,
2500107.005,2405913.601,,
2495221.531,2416390.87,,
2501321.299,2405143.647,,
2493496.065,2415692.772,,
2501181.817,2398415.499,,
2499313.237,2404779.652,,
2495415.44,2410903.539,,
2495409.946,2411891.877,,
2505905.492,2415003.967,,
2505906.023,2407966.205,,
2504262.032,2405229.575,,
2509534.814,2384817.561,,
2502745.12,2406367.021,,
2528341.596,2388527.538,,
2495985.962,2409361.426,,
2497653.57,2409724.671,,
2496149.198,2410565.714,,
2525280.424,2407248.031,,
2516643.765,2377729.274,,
2496481.878,2413510.26,,
2496342.616,2412063.939,,
2513415.483,2407621.531,,
2513388.982,2405454.863,,
2496910.462,2409219.687,,
2507198.728,2413518.944,,
2484472.756,2404139.911,,
2493168.933,2413306.224,,
2492083.303,2411715.896,,
2513462.975,2396704.121,,
2511852.674,2397985.464,,
2502203.09,2419356.496,,
2501628.447,2413792.814,,
2510343.819,2371855.259,,
2516277.297,2397671.725,,
2486483.92,2413097.136,,
2499758.085,2402247.947,,
2513229.1,2392200.481,,
2505562.477,2423205.64,,
2505596.884,2422265.741,,
2512847.355,2412628.404,,
2506358.109,2412006.099,,
2518325.779,2394503.969,,
2476682.172,2417146.66,,
2499948.111,2409159.677,,
2503656.776,2407936.205,,
2499638.21,2408397.01,,
2490526.717,2418164.902,,
2508072.425,2409655.275,,
2503724.762,2410312.606,,
2506672.46,2409868.604,,
2503385.678,2407975.319,,
2501822.074,2405080.159,,
2495175.278,2408430.104,,
2476840.042,2402529.933,,
2514672.581,2391118.023,,
2497403.7,2404865.296,,
2508478.031,2398918.911,,
2494537.774,2407615.142,,
2499196.945,2401157.981,,
2499309.891,2399047.872,,
2500017.768,2401796.947,,
2506356.452,2410991.73,,
2508053.05,2398980.901,,
2508555.35,2410835.187,,
2494133.86,2407518.05,,
2491668.379,2412907.512,,
2497510.835,2418832.365,,
2509168.195,2435545.826,,
2507915.663,2414957.506,,
2497160.999,2418470.435,,
2511296.931,2373913.812,,
2512833.944,2410135.209,,
2490130.988,2412263.22,,
2499800.409,2401914.439,,
2489930.999,2412365.222,,
2515951.559,2412706.729,,
2516543.744,2416862.086,,
2500561.291,2407862.003,2013,9500
2499374.462,2398053.486,,
2481928.093,2414502.046,,
2506606.029,2392596.521,,
2509575.276,2411064.581,,
2493284.15,2407786.935,,
2503367.201,2394758.851,,
2504040.876,2393827.217,,
2510313.365,2411210.551,,
2508422.885,2410765.998,,
2506644.416,2410943.997,,
2508230.994,2410720.154,,
2487443.234,2412088.017,,
2511033.851,2410023.233,,
2503825.608,2399635.75,,
2486480.572,2413071.729,,
2475172.613,2402850.476,,
2507431.74,2411541.111,,
2505729.214,2408389.265,,
2509999.683,2442092.452,,
2491722.194,2415393.669,,
2508028.506,2399531.452,,
2516172.93,2414287.869,,
2526629.496,2386012.4,,
2488015.83,2412397.073,,
2490216.888,2411829.429,,
2489520.79,2411459.162,,
2511278.386,2390241.522,,
2513486.992,2394576.55,,
2504918.377,2393026.353,,
2493707.193,2418233.726,2013,8600
2543304.56,2380387.238,,
2541619.536,2380505.704,,
2494327.438,2407563.899,,
2511743.828,2413575.288,,
2520302.048,2410199.019,,
2513719.532,2413246.647,,
2503476.66,2410815.556,,
2509697.678,2411089.037,,
2524959.818,2385599.771,,
2491829.411,2411146.847,,
2511113.631,2410646.309,,
2508812.747,2414569.606,,
2509331.126,2412769.956,,
2514919.874,2414162.633,,
2471305.786,2402668.859,,
2486444.28,2412796.391,,
2509597.974,2405759.746,,
2532737.005,2416631.995,,
2518403.071,2389557.805,,
2512643.978,2381778.672,,
2517957.816,2392469.575,,
2499550.158,2416545.445,,
2517984.795,2386973.572,,
2516991.642,2410158.614,,
2516083.699,2414956.19,,
2501710.496,2395011.422,,
2517023.769,2409796.774,,
2519969.881,2563062.536,2015,1700
2497255.915,2412378.455,,
2518601.595,2419423.596,,
2500006.226,2415715.582,,
2508827.975,2410043.526,,
2496191.201,2407131.707,,
2506078.1,2406540.755,,
2500267.502,2405885.915,,
2507408.411,2405770.734,,
2494462.957,2412984.426,,
2504748.821,2406136.842,,
2497893.842,2416399.721,,
2510797.492,2408965.99,,
2499464.165,2402463.218,,
2508013.78,2407316.882,,
2524631.566,2411721.107,,
2511734.403,2409081.129,,
2498528.522,2404823.96,,
2501236.092,2408984.786,,
2499803.709,2408373.643,,
2399692.02,2437417.757,,
2498176.604,2402651.705,,
2526692.244,2384074.156,2017,6000
2498491.196,2404762.987,,
2239274.606,2807806.966,,
2502858.503,2426306.652,,
2503866.838,2428279.365,,
2445043.477,2371459.53,,
2504142.309,2417648.998,,
2505250.063,2417214.82,,
2499520.647,2397279.985,,
2482800.161,2414083.651,,
2514738.482,2396281,,
2498675.2,2418307.237,,
2520016.746,2410531.555,,
2515783.966,2409870.634,,
2499528.515,2400500.951,,
2523307.017,2383989.972,,
2488756.881,2412962.657,,
2485468.382,2413688.761,,
2501088.39,2415204.547,,
2501814.621,2416212.223,,
2511667.128,2412630.613,,
2507519.766,2411825.254,,
2511282.86,2391119.36,,
2492879.259,2410999.016,,
2501294.454,2404456.768,,
2507727.675,2409707.602,,
2492317.039,2416966.074,,
2502773,2408066.496,,
2502070.445,2408257.414,,
2497367.421,2413227.547,,
2509037.743,2419051.661,,
2503280.955,2407991.091,,
2495453.343,2410898.251,,
2508691.62,2409175.83,,
2518129.799,2393211.283,,
2504246.304,2417635.754,,
2519989.009,2388422.245,,
2501116.774,2415415.51,,
2518171.36,2393488.73,,
2509994.557,2399466.006,,
2499167.928,2418255.291,,
2518491.791,2395580.22,,
2491733.555,2411763.978,,
2479200.741,2414920.545,,
2511689,2415041.126,,
2503740.156,2417462.373,,
2492460.785,2411056.592,,
2488701.669,2411571.739,,
2502157.714,2418745.41,,
2504422.682,2419163.37,,
2508181.579,2412096.025,,
2517683.681,2397460.532,,
2520611.029,2417355.77,,
2516144.021,2421602.067,,
2505270.79,2407442.623,,
2501549.033,2406548.266,,
2508684.313,2409129.255,,
2513717.809,2413246.908,,
2497102.894,2410263.268,,
2498664.818,2406154.474,,
2506504.519,2407877.751,,
2493493.089,2414475.219,,
2509686.807,2402715.208,,
2496789.949,2416174.545,,
2500507.723,2420319.83,,
2497917.337,2412369.767,,
2516742.87,2400096.851,,
2499483.509,2406021.164,2019,
2483006.815,2405995.151,,
2750889.302,2441140.78,,
2499011.936,2397066.625,2013,4600
2533612.41,2382812.043,,
2514265.526,2369863.175,,
2501956.606,2417337.531,,
2499311.613,2415269.592,,
2499847.929,2414223.487,,
2499847.929,2414223.487,,
2503283.651,2415700.154,,
2503424.164,2416248.387,,
2494784.19,2423857.473,,
2494145.373,2412498.911,,
2496146.951,2408602.16,,
2502054.714,2409745.294,,
2525243.31,2378038.305,,
2493277.279,2414267.535,,
2501642.959,2409243.685,,
2504827.753,2411498.599,,
2497385.692,2410372.842,,
2502941.428,2401414.732,,
2527422.35,2404610.438,,
2512240.771,2416435.08,,
2511297.361,2416017.236,,
2508973.786,2409517.09,,
2508721.312,2411898.104,,
2511053.469,2405515.577,,
2513696.821,2405304.281,,
2547472.016,2413208.922,,
2494418.422,2411755.958,,
2501013.164,2422950.144,2013,12000
2464013.084,2447350.532,,
2632702.968,2366490.116,,
2515418.175,2389667.128,2020,7500
2489725.272,2424385.535,2012,18000
2398451.689,2438767.704,,
2508174.342,2433976.457,,
2496894.428,2410697.144,,
2490428.633,2414669.945,,
2492942.583,2407862.16,2013,17000
2496735.104,2408201.5,2013,15000
2496905.708,2407822.34,,
2506006.957,2405770.779,,
2502252.499,2403674.975,,
2496406.679,2409244.956,,
2515732.311,2402729.101,,
2496276.581,2411397.007,,
2496523.448,2408317.191,,
2504395.516,2392939.473,,
2495318.262,2411747.233,,
2493955.451,2413465.64,,
2498043.954,2417397.427,,
2510500.051,2405596.497,,
2493396.137,2414802.608,,
2500334.349,2401824.403,,
2502786.121,2410449.422,,
2506976.951,2407449.391,,
2498652.724,2404319.999,,
2513715.47,2372073.624,,
2502757.039,2410453.711,,
2478662.446,2433791.35,,
2500214.996,2408316.365,,
2500119.798,2404670.841,,
2504786.794,2400934.742,,
2500448.09,2408284.587,,
2509999.853,2423262.832,,
2500821.172,2405795.46,,
2480518.815,2422656.652,2012,21000
2498249.416,2403124.556,,
2499682.558,2413160.346,,
2498724.335,2406413.344,,
2579261.078,2372053.226,2013,6200
2501972.946,2417454.12,,
2513447.477,2410049.407,,
2505158.515,2404740.328,,
2513743.469,2405317.45,,
2507606.602,2415135.626,,
2509464.517,2412923.051,,
2498734.72,2410200.188,,
2493451.105,2415358.55,,
2509595.598,2405710.359,,
2502526.964,2410373.25,,
2502134.602,2402897.635,,
2482422.087,2417405.966,,
2514602.217,2405154.564,,
2500356.569,2404630.871,,
2499334.849,2404802.128,,
2498733.632,2410192.448,,
2502312.828,2408830.422,,
2502232.049,2408210.065,,
2502096.343,2402647.697,,
2496684.953,2416190.293,,
2499819.915,2408387.811,,
2503237.819,2407997.749,,
2496929.089,2411566.446,,
2500591.933,2420474.425,,
2497634.018,2409941.353,,
2499224.952,2410044.901,,
2578567.15,2353963.287,,
2499494.046,2411963.92,,
2515036.526,2409823.096,,
2497367.573,2411506.202,,
2510520.296,2406947.661,,
