X,Y,LAST_YEAR,AADT_ALLVE
2440263.576,2352234.599,1993,4100
2504626.742,2405448.923,1995,12000
2546007.38,2427518.479,1993,5100
2489711.736,2412540.192,1994,7500
2509621.713,2384760.371,2012,4200
2483483.445,2415597.822,1997,7300
2505713.032,2389944.346,,
2484253.451,2415684.838,,
2500119.865,2417864.955,2018,5900
2447094.32,2383034.972,2009,19000
2489849.036,2424788.522,,
2513414.863,2522028.315,2014,1200
2529472.631,2381003.546,2009,12000
2728551.875,2495150.504,2013,60
2501485.482,2398535.121,2018,3600
2496631.48,2414645.775,1990,16000
2493344.43,2418450.53,,
2499289.203,2404604.208,,
2505122.615,2402005.507,1985,4200
2511919.431,2372796.291,,
2498959.207,2413321.111,,
2517024.361,2397557.734,,
2502863.54,2426126.052,,
2512715.027,2393290.434,,
2511151.06,2380707.103,,
2514372.612,2390177.252,,
2496081.899,2411218.174,2000,16000
2504627.21,2364299.23,,
2492388.461,2407426.611,,
2431561.673,2531288.132,,
2438830.425,2526475.685,,
2514312.023,2389792.814,2013,20000
2513767.24,2409316.554,1996,9800
2510582.5,2424243.139,,
2516182.967,2393695.152,,
2501934.08,2417176.801,,
2498431.424,2404351.013,,
2515506.971,2389603.285,,
2478970.439,2422962.849,,
2503583.153,2422920.979,,
2519716.802,2392863.384,,
2509837.467,2403729.496,,
2508151.484,2403750.071,,
2496126.148,2410508.838,2001,24000
2489648.067,2414593.921,1991,12000
2508737.884,2405644.169,,
2514959.739,2371657.072,2018,
2511536.632,2374607.166,2007,5300
2500660.45,2398747.719,,
2509951.992,2408216.632,1985,13000
2499203.066,2418688.427,1989,9700
2537447.669,2568232.421,,
2498614.906,2405640.775,,
2499279.94,2410461.049,,
2497140.963,2411523.924,,
2512762.587,2397262.792,,
2513415.663,2394517.677,,
2502017.351,2417699.351,,
2501927.182,2419869.125,,
2515479.028,2392644.909,,
2516207.372,2410127.846,,
2510735.642,2380724.596,,
2521215.093,2380344.316,,
2520296.12,2410348.38,,
2240782.437,2795727.802,2018,4600
2444667.643,2368595.484,,
2493973.562,2412509.523,2000,20000
2443443.631,2379532.002,,
2494700.646,2428753.117,,
2629265.047,2364088.039,,
2467257.06,2374797.428,,
2371760.671,2317962.962,,
2485894.77,2420067.334,2007,
2467743.716,2424132.67,2017,10000
2183856.108,2429210.593,,
2376107.648,2347285.644,,
2531405.287,2407244.664,2000,1900
2499016.875,2408482.992,1993,15000
2498331.96,2408350.667,,
2494050.487,2410800.594,1997,12000
2502694.182,2426703.904,1997,12000
2449241.328,2369038.059,,
2505065.862,2417535.181,,
2481625.414,2422355.366,,
2512180.725,2375124.564,,
2629265.047,2364088.039,,
2517140.553,2372170.017,,
2505508.553,2410044.921,,
2732652.285,2405310.062,2019,10000
2487916.388,2411255.454,,
2500215.514,2423769.236,,
2518667.211,2385859.88,,
2515440.619,2364167.005,,
2514696.899,2402951.271,,
2502242.495,2412670.554,2016,22000
2499720.47,2401931.685,,
2510331.852,2372682.723,,
2436735.125,2527633.096,1999,6300
2497827.511,2414517.853,,
2478899.885,2403374.418,,
2524218.786,2398290.662,2001,4300
2583039.166,2327531.779,2000,
2541553.165,2424037.845,,
2439260.34,2351201.947,,
2509385.023,2393815.148,,
2519411.101,2390596.38,,
2497811.369,2408437.102,2008,52000
2497605.026,2417619.379,,
2507938.651,2400566.015,,
2438958.409,2366040.81,,
2511915.952,2416633.439,,
2500837.528,2424616.03,,
2481350.304,2408873.383,,
2516810.548,2372138.417,,
2500934.021,2423859.081,2001,
2507980.967,2400850.518,,
2508566.999,2427624.578,,
2498200.473,2453789.929,,
2495636.844,2467692.747,,
2524003.76,2388274.877,2000,9100
2499130.053,2413923.958,,
2477274.749,2423221.533,2002,11000
2461580.889,2443150.31,1998,240
2397652.268,2434056.642,1998,8400
2491791.317,2415834.356,2001,13000
2238550.584,2803465.956,1998,3600
2512665.551,2400693.412,2009,68000
2268438.833,2485738.145,2013,30
2502018.982,2406476.733,,
2502893.879,2407196.513,,
2474670.716,2433429.574,2010,10000
2481622.327,2412978.099,2009,6200
2518758.458,2386435.831,2012,18000
2498380.103,2451084.917,,
2467110.274,2398770.387,,
2413625.209,2362556.217,,
2431503.959,2365197.616,,
2495579.753,2443359.05,,
2336645.917,2360199.85,,
2550311.103,2381156.219,,
2506255.981,2415662.959,,
2535800.476,2568441.818,,
2480291.974,2415576.01,1986,12000
2493413.173,2415091.081,,
2489617.346,2411889.706,,
2494773.971,2412545.883,1988,36000
2512330.021,2398369.658,2020,13000
2500215.27,2423783.659,1999,19000
2512371.188,2397437.45,,
2512794.887,2400587.068,,
2488620.682,2410041.883,2020,22000
2497569.21,2414821.404,2020,11000
2483565.544,2409779.137,,
2503866.803,2399658.764,2020,7600
2480787.936,2406250.286,,
2492496.534,2413423.319,2003,2600
2505167.54,2417554.776,2003,10000
2476082.719,2436067.011,,
2431463.308,2491906.645,2000,360
2441087.698,2366465.27,,
2527285.566,2391026.069,2000,2700
2503947.811,2363504.587,,
2485784.806,2408395.988,2018,93000
2551117.267,2381120.438,,
2498981.951,2416970.381,,
2498568.371,2410192.765,,
2493315.76,2410277.001,2013,18000
2526084.39,2380671.453,,
2522666.576,2388508.703,2000,840
2500356.702,2418134.667,2010,12000
2502210.57,2418780.291,2017,19000
2546809.404,2413192.808,,
2496262.142,2411253.091,,
2478409.73,2350714.306,,
2395535.792,2436997.288,,
2278792.158,2345052.48,,
2512075.984,2411433.34,1998,52000
2462944.354,2449771.862,2006,1400
2461580.889,2443150.31,1998,230
2374408.588,2671834.518,2006,1700
2512079.386,2390117.372,2013,19000
2432151.973,2520381.304,,
2491429.397,2412365.281,2001,4300
2512094.979,2418629.982,1998,26000
2501414.972,2410595.039,,
2525383.418,2413294.891,2006,17000
2497971.096,2404608.683,2001,10000
2504755.675,2393408.097,2011,36000
2498015.657,2417239.837,2020,13000
2443705.156,2380671.678,,
2520801.08,2403792.68,1999,21000
2510133.962,2414081.312,2006,14000
2498689.93,2406201.226,2017,20000
2504023.696,2405799.529,,
2526955.849,2386112.625,1993,8100
2511304.801,2373254.953,,
2512428.33,2376553.006,,
2499721.432,2402005.943,,
2505273.019,2422793.025,,
2503265.91,2403063.177,,
2494101.91,2407470.997,1996,13000
2478260.465,2401561.377,2009,6300
2512121.927,2393381.943,1995,11000
2512822.053,2391349.145,,
2494086.906,2426114.337,1993,8200
2500945.668,2408008.446,,
2521193.02,2380347.895,1996,6000
2521539.148,2407849.972,1990,19000
2512778.814,2401323.675,1991,23000
2500504.123,2419183.434,,
2503006.504,2428390.738,,
2523784.875,2386986.822,,
2508289.201,2400760.242,,
2507107.199,2396533.237,,
2487480.666,2420507.594,,
2375416.214,2334083.293,2013,430
2512812.793,2390800.36,1995,21000
2512113.145,2394214.492,1995,12000
2512921.26,2382441.966,2006,37000
2499055.549,2411870.771,2013,2700
2507584.507,2399747.201,2018,24000
2524520.45,2391487.857,2000,10000
2376077.218,2350416.406,1995,4600
2503571.21,2420230.677,1989,19000
2511285.261,2414304.786,1997,13000
2503096.326,2414942.108,2020,8500
2499224.33,2410040.425,2012,38000
2504087.714,2401602.098,2020,10000
2502628.063,2417024.373,2008,6500
2499095.858,2403257.868,2013,5600
2502102.496,2423528.756,,
2522581.466,2388521.098,,
2503513.364,2406428.18,,
2506155.782,2424751.419,,
2508949.12,2421824.929,,
2512783.086,2360519.809,2001,3200
2464915.517,2423460.926,,
2512924.557,2391483.915,1995,14000
2536411.611,2365189.04,2001,7800
2497943.805,2403065.686,,
2503677.186,2404106.539,,
2479840.37,2422517.703,,
2492343.769,2411782.315,,
2518678.475,2385478.133,2006,3900
2482510.942,2422001.862,2001,13000
2522640.84,2388624.362,,
2518969.133,2390405.258,,
2512936.66,2375758.4,1996,17000
2501341.385,2425312.93,,
2501742.453,2422412.883,,
2506143.583,2422197.839,,
2514431.327,2397960.998,,
2502770.003,2419855.26,,
2504464.218,2394999.094,,
2514375.865,2396338.89,,
2508461.789,2427482.844,,
2486672.907,2407985.482,2000,18000
2624312.297,2362315.346,,
2517175.605,2407453.502,2001,10000
2507881.74,2398951.156,,
2500000.918,2418150.858,,
2514291.127,2389534.793,2013,5800
2512536.37,2407756.169,,
2507365.207,2389156.399,,
2497355.286,2411156.599,,
2501911.267,2417009.07,,
2502578.22,2424094.542,,
2500054.106,2401743.395,,
2514360.05,2395762.729,,
2511721.18,2367288.773,2000,4400
2511549.825,2400948.623,,
2537230.102,2396797.541,,
2633513.713,2366634.673,2019,
2518613.26,2404703.225,,
2499850.563,2409478.305,,
2500043.112,2401759.598,,
2504026.46,2412177.326,,
2501855.764,2415495.207,,
2501322.219,2421649.089,,
2530596.2,2385411.421,,
2506400.542,2391863.276,,
2511237.064,2396483.223,,
2493237.34,2413815.689,,
2512809.895,2423333.118,,
2503191.333,2424975.009,,
2513066.539,2420671.383,,
2497423.963,2405214.088,1996,13000
2533267.187,2418368.808,,
2521222.334,2402718.756,2000,19000
2496936.838,2407824.2,2020,7900
2498927.335,2407859.489,,
2504902.128,2392915.996,2019,6000
2509693.573,2401519.68,,
2499069.323,2408876.174,,
2498846,2407164.704,,
2502244.52,2404339.956,,
2513521.612,2392153.367,,
2500094.191,2418150.187,,
2501366.627,2421629.44,,
2490160.774,2411419.854,,
2485685.928,2413658.514,,
2509551.773,2399811.772,,
2633476.453,2360532.517,2012,1500
2496966.949,2413697.651,,
2496556.268,2414078.805,,
2297781.061,2751603.124,2010,110
2435242.128,2525773.219,,
2632702.968,2366490.116,,
2512318.032,2375828.397,2020,
2443439.46,2370866.758,1998,7200
2487915.524,2411255.576,,
2521729.377,2409189.246,,
2463185.227,2444592.514,2011,1300
2438281.89,2524720.292,,
2520046.841,2405902.918,,
2267092.272,2628610.521,2010,460
2518746.794,2389987.83,,
2438281.89,2524720.292,,
2506854.553,2388815.187,1992,7400
2440907.482,2488549.718,2004,2900
2510990.377,2409724.726,,
2495319.337,2408256.675,,
2369060.473,2683387.981,,
2487657.823,2409245.326,2000,3700
2582633.228,2335779.638,,
2480794.573,2422859.801,,
2517044.84,2372242.242,,
2498440.45,2453756.3,,
2536078.936,2570604.634,,
2493600.351,2427112.944,,
2500449.766,2406711.892,,
2442546.778,2368261.077,1999,17000
2515556.127,2378581.207,,
2502682.61,2412163.507,2009,16000
2489575.848,2408707.736,,
2519739.085,2411926.92,,
2502262.855,2409735.853,,
2729884.341,2404640.413,,
2489849.036,2424788.522,,
2510293.534,2383060.554,,
2487753.049,2411084.604,,
2500974.442,2406633.678,,
2498440.45,2453756.3,,
2491119.088,2410761.545,,
2435112.008,2526386.099,,
2510707.851,2380776.848,,
2634277.698,2365787.111,,
2681259.319,2375146.283,,
2515915.88,2409189.666,,
2493595.349,2428498.29,,
2611591.307,2345908.918,2013,410
2500638.824,2398768.296,,
2523829.987,2380720.853,1999,19000
2503601.809,2397615.157,,
2527047.827,2376055.185,2009,5000
2497928.519,2403208.921,,
2520775.04,2378745.566,,
2427033.493,2485815.022,2009,700
2579477.412,2338847.817,2010,2900
2515617.61,2396137.721,2009,10000
2515231.352,2372469.071,2014,7100
2550718.55,2384521.707,,
2532507.892,2383620.79,2007,7100
2519642.596,2397119.513,,
2527123.156,2400805.576,,
2369088.788,2683004.045,,
2507990.443,2402360.692,,
2249400.434,2527744.86,1998,4200
2250104.977,2544601.511,2014,260
2392452.073,2445061.626,2014,3800
2496861.994,2407401.431,2005,9300
2680003.678,2581010.122,2014,1500
2364342.06,2541048.891,2005,280
2511069.073,2372890.676,1999,5200
2530041.637,2384548.112,2003,12000
2500214.752,2423812.524,1999,14000
2732652.285,2405310.062,2019,10000
2535646.749,2396048.985,,
2512072.795,2376550.274,,
2508606.404,2413341.469,2017,83000
2513594.056,2409082.299,,
2515632.549,2392831.316,,
2486734.386,2419407.485,1997,20000
2503497.461,2406254.412,,
2501109.964,2407993.804,,
2497128.717,2408626.115,,
2443217.444,2372238.764,,
2511563.547,2385776.402,2005,9700
2498135.656,2404682.828,,
2510412.026,2385096.208,2003,7400
2490849.161,2411161.991,,
2500764.433,2403428.873,1986,8000
2512295.457,2409621.868,1989,13000
2524142.56,2413060.058,,
2499278.646,2410451.114,2017,40000
2501467.431,2409010.63,,
2510743.322,2372918.109,,
2512905.612,2391202.002,,
2530184.409,2385513.507,,
2443529.034,2371613.203,,
2495383.233,2408354.22,,
2489712.477,2424091.411,,
2502194.26,2413274.332,2018,
2507165.035,2420211.379,2012,29000
2498274.721,2412617.495,,
2498830.705,2352194.884,,
2512004.538,2407880.963,1996,15000
2503561.037,2406245.13,1993,22000
2513385.51,2405432.658,1998,14000
2503292.973,2420787.387,,
2518548.203,2409756.121,,
2484560.586,2407728.798,,
2525962.74,2379870.187,2014,10000
2497421.315,2413654.93,2020,12000
2458213.328,2496527.045,2013,500
2505122.615,2402005.507,2020,5300
2493470.954,2416235.331,2020,13000
2496418.37,2406551.573,1985,8400
2502567.392,2420850.211,,
2578567.15,2353963.287,2013,310
2487854.908,2411288.026,1991,13000
2512545.729,2390050.012,1995,25000
2471203.762,2407617.629,2009,2900
2518197.151,2388284.051,,
2485327.697,2347751.004,,
2507490.407,2399126.891,1995,17000
2496820.482,2416935.867,2001,2400
2503693.196,2420515.579,,
2503822.891,2420534.27,,
2513323.08,2393920.711,1995,13000
2443689.524,2379570.365,2020,7200
2507938.674,2387680.025,,
2497833.431,2404784.849,,
2530232.694,2415996.981,,
2500928.051,2394082.058,,
2510752.28,2391603.485,,
2506932.337,2413503.643,2020,21000
2520018.128,2409493.151,1997,8900
2493793.235,2407434.651,,
2634268.843,2365807.118,,
2486856.585,2419737.984,,
2520851.044,2392036.98,,
2498365.963,2417985.757,,
2496978.249,2411974.928,1995,22000
2498541.783,2405112.477,2017,19000
2691116.906,2346220.308,2013,190
2513303.891,2411169.206,1998,43000
2508187.543,2404039.382,,
2504821.069,2393292.87,2009,39000
2490281.311,2421687.139,,
2499192.72,2409813.999,,
2518033.693,2392568.803,,
2501739.779,2422408.46,,
2514612.88,2391715.347,,
2493994.269,2410823.147,,
2516180.042,2396048.933,,
2505707.58,2425714.743,,
2502742.341,2394853.592,,
2500516.198,2401822.868,,
2504105.716,2416623.337,,
2480698.486,2406048.278,,
2583271.341,2336082.182,,
2524982.256,2404352.813,,
2492887.173,2415959.979,1992,7200
2480171.263,2414502.264,1997,26000
2481085.3,2406228.472,,
2490322.731,2418595.182,,
2500470.928,2400407.873,2017,43000
2523442.997,2380662.181,,
2516889.168,2396330.734,1993,10000
2514139.289,2412434.012,,
2530282.915,2399449.494,,
2507732.27,2388060.713,1990,25000
2504625.374,2405382.152,1997,9500
2499508.416,2412066.474,,
2499019.758,2412418.38,,
2510185.139,2409332.826,1996,18000
2399212.647,2437005.613,,
2522188.77,2388647.281,2008,6400
2446627.575,2369636.291,,
2503766.147,2417638.774,,
2503766.147,2417638.774,,
2500123.057,2394748.256,,
2484672.281,2406941.101,2005,9300
2512445.784,2411455.561,1998,9000
2502575.688,2391186.034,,
2497052.504,2408310.365,,
2496907.033,2407697.377,,
2498752.083,2352155.888,1993,7900
2518758.458,2386435.831,,
2505180.685,2422313.504,1993,16000
2500356.116,2418130.189,1998,14000
2499018.801,2398016.238,1987,1000
2510630.95,2390822.227,,
2505581.631,2413879.87,,
2512743.494,2418922.567,,
2506029.815,2422212.134,,
2503860.96,2405827.584,,
2499232.163,2410097.041,2018,41000
2518653.608,2387396.999,,
2433613.602,2499593.514,,
2511905.047,2416546.912,,
2485017.205,2408625.907,,
2501739.904,2404464.207,2003,8600
2439519.795,2350957.067,,
2518396.338,2384148.911,,
2515271.191,2399620.099,,
2503140.611,2423569.821,2001,
2513090.032,2375890.604,1999,15000
2495319.337,2408256.675,,
2501513.606,2402949.216,,
2681209.964,2375378.322,,
2506309.628,2415700.619,2008,12000
2505069.705,2401652.495,2011,6900
2313089.737,2341068.009,2012,150
2437477.192,2494993.484,,
2523945.793,2380740.439,,
2521008.183,2410065.97,2020,
2505188.275,2403761.705,,
2504165.288,2402547.148,,
2504490.454,2419339.944,,
2524592.374,2412914.249,,
2531699.256,2415145.848,,
2399098.161,2437074.057,,
2505110.762,2404555.084,,
2505718.479,2407993.701,1986,9900
2504727.355,2401961.029,2017,39000
2498292.17,2404766.293,,
2504023.696,2405799.529,,
2515216.123,2397809.75,,
2512133.904,2370701.463,,
2497486.382,2414233.18,,
2506833.84,2394740.951,1988,19000
2501248.49,2415125.906,1985,7600
2509990.032,2408132.344,1996,19000
2524592.374,2412914.249,,
2495501.688,2407228.768,,
2513453.485,2394608.624,,
2517089.901,2409395.635,1998,31000
2500455.736,2418851.58,,
2504784.814,2405339.959,,
2504458.072,2416452.153,,
2504487.853,2364109.697,,
2517183.143,2392561.763,2005,25000
2507051.282,2402534.237,,
2485583.016,2403394.408,,
2502518.486,2356487.155,1993,4100
2526908.194,2385973.852,1990,2800
2499567.131,2400757.294,,
2487000.623,2425430.701,,
2444065.432,2371384.045,,
2443472.334,2372502.338,,
2499799.031,2401810.198,,
2508895.063,2393601.296,,
2493307.904,2406870.674,,
2523629.783,2407561.826,2003,5400
2507713.213,2400598.459,,
2464536.264,2444336.43,,
2486031.933,2412827.909,2005,1500
2493810.888,2428900.601,2000,12000
2504429.936,2419219.456,,
2507627.383,2402269.209,1998,63000
2396369.781,2426783.461,2013,1200
2512310.311,2395633.765,1998,20000
2496857.795,2412015.874,1998,28000
2316873.222,2565215.195,1998,190
2266154.26,2678532.441,1998,170
2393951.567,2454558.214,2000,740
2502458.593,2410404.418,,
2481184.968,2408082.13,1991,5300
2497093.461,2409392.343,,
2498296.415,2405648.581,,
2500306.101,2396544.057,,
2505992.67,2415829.802,,
2505679.565,2415989.666,,
2502242.495,2412670.554,2016,24000
2499744.994,2413575.451,,
2497376.736,2415970.128,,
2512125.955,2408663.166,,
2499650.657,2410142.544,,
2497966.996,2408572.846,,
2504648.107,2405513.29,1997,15000
2505471.886,2407224.362,,
2507944.304,2402048.883,1994,24000
2492332.277,2411077.902,,
2497628.456,2404401.849,,
2511060.426,2400717.058,,
2497551.802,2417210.894,,
2498981.173,2412028.347,,
2498098.322,2406333.162,,
2499505.134,2423596.665,2018,75000
2513304.108,2411169.161,1998,41000
2518760.557,2386449.097,,
2469500.627,2399916.989,,
2501101.286,2400243.362,2001,8700
2443027.69,2374334.259,,
2681444.704,2374916.793,,
2503667.85,2398058.284,2020,9700
2501823.577,2405092.399,2008,7200
2487690.174,2420824.653,,
2502466.164,2409782.638,,
2502890.513,2406771.279,,
2503213.077,2410696.307,1986,10000
2500392.198,2418101.223,1998,8500
2556623.866,2561863.366,,
2498135.665,2411402.482,,
2502184.572,2413229.825,,
2504769.351,2404591.596,,
2503723.438,2391405.586,,
2480869.364,2406288.807,1996,9400
2525149.547,2404605.354,1996,11000
2507250.271,2405881.939,2019,2800
2499244.473,2404284.537,,
2468193.386,2447242.27,2014,1900
2535884.324,2568937.828,1995,7600
2480876.472,2424068.393,1995,13000
2511523.528,2412606,,
2513812.622,2376504.42,1988,13000
2496428.832,2412971.998,1996,23000
2514969.106,2396244.743,,
2518662.112,2413659.119,,
2502043.464,2422862.184,,
2508479.796,2419104.031,,
2503247.023,2420079.251,,
2496948.624,2418538.106,,
2501674.904,2422231.761,,
2524510.235,2387984.942,,
2499821.064,2417365.258,,
2730330.154,2404799.253,,
2477347.949,2595335.863,,
2472424.652,2404895.157,2001,8600
2486705.428,2410217.708,1998,4400
2484763.029,2412601.514,2019,
2505980.907,2389731.182,2001,9500
2502540.024,2403786.664,,
2513664.231,2376378.239,1999,18000
2386214.691,2446829.437,,
2505715.929,2422251.304,,
2440978.523,2367678.15,1995,7700
2471312.448,2408425.335,,
2496004.776,2408990.859,,
2498098.322,2406333.162,,
2537479.507,2369353.409,,
2732842.66,2405375.635,1999,6000
2498764.56,2410215.508,2006,24000
2497521.684,2414763.798,,
2501911.934,2426766.715,,
2505445.228,2414047.893,,
2503972.229,2420779.37,,
2513222.074,2393262.638,1995,22000
2512857.941,2391063.354,1995,14000
2499506.802,2411679.852,1993,18000
2511510.953,2403425.652,1990,13000
2480563.819,2406354.631,,
2471353.587,2418230.738,,
2500757.871,2416428.767,,
2518844.273,2390190.644,2020,
2512825.21,2401647.676,1995,20000
2510781.412,2411506.596,2005,56000
2491158.098,2409520.848,,
2518785.559,2409312.431,,
2535982.424,2569508.745,1996,9200
2497128.717,2408626.115,,
2511563.944,2374565.659,,
2489693.836,2427001.395,1990,11000
2486864.436,2409406.101,1998,22000
2501939.598,2401623.964,2017,7300
2486497.167,2409315.969,1991,9600
2496520.785,2413805.458,1995,15000
2486278.917,2405677.979,2003,8700
2292750.259,2562417.875,2013,120
2506231.685,2412068.918,2008,4400
2496845.96,2416217.395,2020,11000
2524527.914,2406958.517,,
2495411.929,2408395.677,2005,
2506086.31,2415706.263,2020,15000
2496907.033,2407697.377,,
2553251.856,2619210.499,,
2520018.195,2409689.157,1997,8400
2505387.426,2415592.404,,
2475360.274,2353358.318,,
2513894.503,2412471.112,,
2505120.596,2422190.63,,
2502463.288,2390798.36,,
2537696.071,2568145.557,,
2462573.989,2449193.017,,
2497237.672,2407453.892,,
2497504.221,2417255.526,,
2248759.552,2528872.778,1990,1400
2521404.477,2385958.732,,
2505423.684,2423038.321,1997,21000
2506107.293,2424562.761,1996,19000
2489990.914,2421445.038,,
2581580.837,2370476.732,,
2506024.56,2416049.595,,
2504219.842,2402668.706,,
2476267.396,2429492.438,1996,
2539720.587,2365199.564,,
2484922.275,2413830.376,1997,11000
2484894.801,2420651.745,1997,8800
2504503.383,2423789.026,,
2500206.336,2394771.552,,
2498487.033,2411977.035,2020,10000
2500038.785,2418877.121,,
2503559.686,2420618.296,,
2445178.231,2478903.297,,
2519819.539,2387169.312,,
2509095.826,2388940.268,1990,9200
2506278.785,2391067.516,2005,5700
2395255.679,2525337.289,,
2553960.038,2413097.766,2019,5100
2503023.997,2408114.283,2020,7000
2504383.579,2418874.857,,
2512476.574,2396676.863,2020,20000
2512280.6,2398019.077,1995,12000
2495816.441,2405710.321,1995,22000
2505205.092,2416207.213,,
2492731.484,2423988.19,1992,18000
2524906.829,2376423.642,1990,4600
2485078.893,2347713.889,,
2281881.999,2350070.837,2012,980
2300880.761,2612565.078,1998,50
2435624.735,2526448.373,1998,10000
2367982.142,2685647.776,2005,2000
2729134.455,2409798.71,2012,140
2514051.651,2398021.997,1998,25000
2501939.296,2408308.802,2011,3300
2436735.125,2527633.096,1999,6300
2494419.549,2420526.655,2000,3500
2515787.048,2399340.655,,
2505593.937,2411117.852,2000,8800
2504515.057,2415603.908,,
2505992.67,2415829.802,,
2504891.243,2414287.939,,
2498159.858,2413534.526,,
2525344.095,2409045.443,,
2498782.714,2411907.188,,
2495461.032,2408007.189,,
2496055.612,2408850.808,,
2434926.758,2525955.907,1989,6200
2503497.461,2406254.412,,
2502560.552,2406392.762,,
2492539.409,2423048.961,1990,18000
2507055.077,2413488.229,1998,12000
2499564.394,2423606.722,2018,74000
2524091.993,2411218.038,,
2634702.053,2365954.316,1996,2200
2492196.639,2348170.312,,
2497093.461,2409392.343,,
2510331.852,2372682.723,,
2497464.851,2407307.506,,
2515138.33,2407031.398,,
2512832.538,2375669.201,1996,16000
2504822.269,2406138.413,,
2496544.263,2408192.447,,
2496425.713,2406505.878,,
2509238.961,2401640.15,,
2250342.95,2528171.211,,
2493356.968,2415895.227,,
2493537.197,2415357.536,1986,2500
2497680.91,2408774.069,,
2511889.485,2418750.157,,
2481116.778,2402142.201,,
2476715.509,2403459.596,,
2496035.661,2425991.282,1997,28000
2476138.178,2429477.677,1996,11000
2494081.854,2407505.761,,
2496572,2412139.249,,
2524142.56,2413060.058,,
2498885.504,2411302.574,,
2506920.697,2418416.115,,
2500898.611,2404346.908,,
2440934.04,2367624.714,,
2500229.979,2396026.906,,
2506021.308,2423883.609,1999,28000
2502753.079,2406210.932,,
2495479.347,2407982.484,1997,16000
2493616.167,2426267.448,,
2508562.47,2408356.837,2011,6900
2526862.002,2386115.392,2018,25000
2507681.158,2390857.61,,
2499240.169,2410155.703,1998,37000
2501911.713,2420408.417,,
2521487.7,2402859.768,2000,7800
2505989.388,2397644.546,1999,13000
2522330.146,2366258.162,2000,3000
2444842.67,2370346.867,,
2510043.526,2423416.963,2000,10000
2516332.987,2391964.059,2011,6500
2503920.769,2399620.49,2000,23000
2519487.238,2387400.915,,
2499244.526,2410189.155,2020,42000
2443220.346,2372258.688,1998,17000
2515409.592,2389620.516,,
2481126.31,2408122.52,1991,5700
2513929.118,2412521.624,,
2501090.637,2415221.247,2020,7700
2499553.384,2406456.723,,
2508666.365,2409014.854,1985,8100
2510896.685,2379881.229,,
2541599.307,2365939.549,,
2486967.616,2424958.797,,
2510293.534,2383060.554,,
2490844.768,2408894.497,2019,
2518840.173,2386348.76,,
2502557.56,2391425.926,,
2498334.863,2351989.561,,
2512321.694,2418681.57,,
2505716.722,2412650.1,2009,17000
2512375.81,2387898.879,1999,
2496332.588,2410801.163,,
2553960.038,2413097.766,2019,4300
2519609.461,2392043.619,,
2483536.798,2404272.956,,
2496786.328,2406886.017,,
2521458.219,2405358.035,,
2495956.735,2407772.021,,
2485845.961,2417206.679,1995,14000
2498429.001,2412858.603,1997,16000
2505164.994,2401878.772,1985,36000
2503475.796,2403762.2,,
2501650.819,2413561.457,,
2530634.13,2394009.496,,
2505097.071,2408087.612,1985,8600
2518463.527,2389952.142,,
2502529.126,2412179.366,,
2508408.87,2405584.542,,
2499601.631,2416708.498,1986,19000
2510477.899,2382083.658,,
2520018.128,2409493.151,1997,8900
2465771.044,2443142.38,,
2541750.039,2381032.918,1996,12000
2504648.107,2405513.29,1997,15000
2663705.442,2576482.962,2013,680
2521014.818,2380480.784,1996,12000
2505282.317,2409663.483,,
2531687.674,2415262.379,,
2496966.949,2413697.651,,
2495595.939,2411112.83,,
2503739.158,2420480.217,,
2506206.786,2425216.336,,
2503087.781,2428382.589,,
2515250.288,2389951.51,,
2517788.632,2391866.752,,
2500403.562,2418482.028,,
2499270.677,2401986.628,,
2514622.213,2414893.296,,
2521826.964,2403060.767,2000,26000
2732347.338,2405113.787,,
2526046.41,2390254.356,2000,4500
2509338.235,2409461.153,,
2515976.586,2389639.324,2020,
2505372.229,2410255.18,2002,18000
2505122.007,2414253.181,,
2512937.102,2419283.302,,
2507323.355,2422049.602,,
2512660.473,2393298.85,1995,12000
2481504.628,2411835.964,2001,5700
2512183.302,2394524.917,,
2493428.839,2414247.805,,
2513527.069,2405332.522,1998,28000
2504784.814,2405339.959,,
2511179.147,2407960.023,1991,21000
2496080.561,2423503.651,2001,12000
2495112.565,2417218.685,2020,10000
2505272.113,2425970.596,,
2491139.746,2422689.337,,
2501111.986,2415379.929,,
2514268.575,2412437.872,2020,11000
2487147.561,2425482.57,,
2503992.297,2406179.993,1997,18000
2524746.19,2378115.36,,
2478387.956,2425940.295,1993,10000
2514879.337,2404381.193,1998,37000
2466725.263,2358550.207,,
2499958.299,2403555.469,2020,11000
2481493.533,2406212.487,,
2556528.309,2434759.572,,
2499601.631,2416708.498,2020,19000
2498818.463,2406997.153,1986,20000
2517511.3,2390351.14,,
2494081.854,2407505.761,,
2443193.432,2374923.781,,
2507623.434,2388231.723,,
2512097.646,2399565.411,,
2487031.787,2418022.475,,
2489321.726,2421572.817,,
2501947.461,2427671.63,1995,12000
2504757.177,2406191.157,2020,13000
2496439.064,2407804.791,,
2489777.893,2424358,,
2498570.351,2405315.529,2017,19000
2507018.299,2419115.033,2020,29000
2504893.449,2407088.946,,
2504587.615,2406034.838,,
2499346.274,2412596.752,,
2505167.166,2408903.476,1993,14000
2442729.211,2378678.127,,
2527618.217,2411669.753,,
2511902.256,2420657.384,,
2520956.244,2386697.336,,
